DESCRIPTION,coicop,Notes,daña el ambiente,no saludable,genero,gasolina,cerveza,licores,tabaco y cigarrillos,vehículos,alimentos,estupefacientes,cuidado,medicamentos,pink tax,used only by females,female gender role,infantiles,para hombres,prefix,vat,"vat, min","vat, max",prefix vat
Pago por descargas de juegos de internet ,9310204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Disfraces (vestidos, mï¿½scaras, accesorios)",9310301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Adornos navideï¿½os (ï¿½rboles de navidad artificiales, guirnaldas, y otros accesorios decorativos) pï¿½lvora y fuegos artificiales.",9310302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Artï¿½culos para fiestas: piï¿½atas, serpentinas, confetis, bombas plï¿½sticas, recordatorios, etc",9310303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Artï¿½culos de colecciï¿½n: monedas, estampillas, ï¿½lbumes para estampillas, billetes, etc. ",9310401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Equipo y accesorios para camping: carpas, colchonetas aislantes o tï¿½rmicas, sacos de dormir, colchones de aire e infladores, neveras portables, maletines tï¿½rmicos, navaja, etc. ",9320101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Calzado para deportes: patines, guayos, zapatos para golf, zapatillas para atletismo, crampones y otros aditamientos de calzado para deportes.",9320201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Equipos para pesca y caza: caï¿½as y otros equipos para pescar, armas de fuego y municiones  ",9320301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Flores sueltas o por docena,9330101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Plantas naturales: ramos de flores, matas, arbustos ",9330201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Coronas, flores para funerales, hojas verdes",9330301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Plantas artificiales: flores (sueltas o en ramo) y matas ,9330401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Semillas, bulbos de plantas, cï¿½sped, fertilizantes, fungicidas, abonos, materas, macetas y tiestos para flores y plantas",9330501,goods with different tax rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.095,0.0,0.19,0.19
"Animales domï¿½sticos, mascotas y para prï¿½cticas deportivas: perros, gatos,  pï¿½jaros, conejos, peces, etc.",9340101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Alimentos para animales domï¿½sticos y mascotas,9340201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Productos  para animales domï¿½sticos y mascotas, productos de veterinaria, artï¿½culos para el cuidado e higiene (shampoo, jabï¿½n, desodorantes) y accesorios para mascotas (collares, perrera, jaula, acuarios y otros)",9340301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Servicios de veterinaria y de otro tipo para animales domï¿½sticos: cuidado, salï¿½n de belleza, alojamiento, entrenamiento, paseadores de perros y colegios para mascotas etc.   ",9350101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Entrada a Ferias (del libro, artesanal, etc)",9410101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Gastos en parques, parques de diversiones, juegos mecï¿½nicos (no incluir pago de paquetes de paseos de menos de un dï¿½a por excursiones, peregrinaje o convivencia)",9410102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Gastos en bazares y fiestas populares,9410103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Servicio de profesores o instructores particulares en clases recreativas y deportivas (fï¿½tbol, ajedrez, gimnasia, patinaje, nataciï¿½n, yoga y otros)
       ",9410104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Servicio de profesores o instructores particulares en clases de formaciï¿½n artï¿½stica (mï¿½sica, baile, instrumentos musicales, canto, producciï¿½n artï¿½stica-creativa)     
  ",9410105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Gastos en  fiestas del hogar (matrimonios, cumpleaï¿½os, bautizos, navidad) a excepciï¿½n de piï¿½atas.",9410106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Gastos en juegos electrï¿½nicos y maquinitas (daytona y otros) en establecimientos pï¿½blicos,9410107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Entrada a  espectï¿½culos deportivos,9410201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Alquiler de instalaciones o canchas deportivas para la prï¿½ctica de deportes (bolos, tenis, golfito, microfï¿½tbol, etc.)",9410202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Pago por servicios de gimnasio,9410203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Cuotas a clubes sociales y deportivos,9410204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Servicio de billar, tejo, rana y ping-pong",9410205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Alquiler de equipo, accesorios y calzado para deporte y recreaciï¿½n ",9410301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Entradas a cine,9420101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Entradas a teatro,9420102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Entradas a espectï¿½culos musicales: conciertos, ï¿½peras, ballets, zarzuela, etc.",9420201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Entradas a circos y otros espectï¿½culos afines,9420301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Entradas a plazas de toros  ,9420302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Entradas a museos, galerï¿½as de arte y exhibiciones  ",9420401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Entradas a bibliotecas, hemerotecas y archivos",9420402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Entradas a parques nacionales y reservas naturales,9420501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Entradas a jardines botï¿½nicos, zoolï¿½gicos y acuarios",9420502,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Entradas a monumentos nacionales (sitios histï¿½ricos, etc) y zonas arqueolï¿½gicas",9420503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Suscripciï¿½n, instalaciï¿½n, conexiï¿½n o reconexiï¿½n a televisiï¿½n por cable, satelital, IPTV, digitalizada o antena parabï¿½lica",9420601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Servicio de televisiï¿½n por cable, satelital, digitalizada, IPTV o antena parabï¿½lica",9420602,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Alquiler de TV, equipos de sonido y de video: televisores, reproductoras de video y de sonido, radios, etc.",9420701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Alquiler tradicional de pelï¿½culas, videos musicales y videojuegos",9420801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Servicios fotogrï¿½ficos y de video: procesamiento video, revelado de fotografï¿½as, ampliaciones, impresiï¿½n de fotografï¿½as digitales, servicio de fotï¿½grafos, etc.",9420901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Pago por descargas de pelï¿½culas y videos de internet.,9421101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Pago por descargas de mï¿½sica de internet,9421201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Otros servicios culturales: mï¿½sicos, payasos,  recreacionistas y otros",9429901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Loterï¿½as, chance, baloto y similares",9430101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Rifas y sorteos (diferentes a loterï¿½as),9430102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Casinos, mï¿½quinas tragamonedas y bingos",9430103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Libros sueltos de lectura,9510101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Atlas y diccionarios ,9510102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Enciclopedias, obras y colecciones completas",9510103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Fascï¿½culos y tomos sueltos de colecciones,9510104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Encuadernaciï¿½n de libros,9510105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Libros tï¿½cnicos y especializados,9510106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Lista de ï¿½tiles escolares completa  ,9510107,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0.0,0.0,0.0,0.19
"Libros de texto: textos guï¿½as para clase (incluye libros de literatura, poesï¿½a, etc, requeridos en clase)",9510201,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0.0,0.0,0.0,0.19
Pago por descargas de libros de internet ,9510301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Compra diaria de periï¿½dicos ,9520101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Suscripciï¿½n a periï¿½dicos, revistas u otras publicaciones periï¿½dicas impresas.",9520201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Revistas sueltas, comics, novelas grï¿½ficas, historietas, cuentos y cuadernillos para colorear",9520301,goods with different tax rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.095,0.0,0.19,0.19
"Catï¿½logos, material publicitario, tarjetas de invitaciï¿½n o felicitaciï¿½n, carteles, postales, calendarios, tarjetas personales, ï¿½lbumes de lï¿½minas, lï¿½minas, monas y caramelos, afiches, separadores de libros, sufragios",9530101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Mapas y globos terrï¿½queos,9530102,Not mentioned in the tax code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Cuadernos (cosidos, grapados, argollados, plastificados, etc.)  y blocks",9540101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Libretas, agendas, diarios personales",9540102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Hojas sueltas de papel (oficio, carta, cuadriculado, mantequilla, carbï¿½n), cartulina y otro tipo de papeles y cartones",9540103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
Resmas de papel (carta u oficio),9540104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Otros artï¿½culos de papeleria: fï¿½lderes, sobres (carta o manila), forros, rï¿½tulos, carpetas, etc.",9540199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Lï¿½pices, portaminas, minas, tajalï¿½pices y borradores ",9540201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.19
"Bolï¿½grafos, estilï¿½grafos, plumas, marcadores, plumones y resaltadores",9540202,goods with different tax rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.095,0.0,0.19,0.19
"Tintas (para estilï¿½grafo, china y otras), plantillas de dibujo, almohadillas, lï¿½quidos correctores, etc.",9540203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Lienzos, telas para dibujo y pintura",9540301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Pï¿½nceles para dibujo,9540302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Vinilos, tï¿½mperas, acuarelas, ï¿½leos, carboncillos, cajas de colores, crayolas, plastilina, otras pinturas, etc   ",9540303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Otros artï¿½culos para manualidades (repujadores, troqueladores, enrolladores, palos de balso, escarcha, foamy, etc)",9540399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Perforadoras, cortadoras de papel, tijeras, grapadoras",9540401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Pegamentos, cintas, colbones, gomas, adhesivos, bisturï¿½s, grapas, clips, broches para papel, etc.   ",9540402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Reglas, escuadras, compaces, transportadores y otros instrumentos de geometrï¿½a.   ",9549901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Estuches para lï¿½pices, pizarras, tiza, yeso para actividades educativas, madera balso, etc",9549902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Paquetes turï¿½sticos completos: Gira turï¿½stica completa (incluye pasajes, alojamiento, alimentaciï¿½n, etc.) ",9600101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Pago de paquete por viajes de excursiï¿½n, peregrinaje o convivencia de menos de un dï¿½a (sin pernoctar)",9600201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Matriculas e inscripciï¿½n en secundaria,10200101,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0.0,0.0,0.0,0.0
Pensiones en secundaria,10200102,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0.0,0.0,0.0,0.0
Bonos escolares en secundaria,10200103,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0.0,0.0,0.0,0.0
Asociaciï¿½n de padres de familia en secundaria,10200104,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0.19,0.19,0.19,0.0
"Otros gastos en secundaria no especificados anteriormente (aportes para rifas, eventos especiales y cobros para actividades esporï¿½dicas del colegio)",10200199,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0.0,0.0,0.0,0.0
Inscripciones y matrï¿½culas en carreras universitarias (no incluye postgrado),10400101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Inscripciones y matrï¿½culas en carreras tï¿½cnicas y tecnolï¿½gicas ,10400102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
"Inscripciones y matrï¿½culas en postgrados (especializaciï¿½n, maestrï¿½a, doctorado)",10400201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Otros gastos en educaciï¿½n superior (pregrados y postgrados),10409901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
"Cursos de educaciï¿½n no formal en academias o instituciones de idiomas, informï¿½tica, moda y confecciï¿½n, belleza, primeros auxilios, etc",10500101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Cursos de educaciï¿½n no formal en academias o instituciones de deportes,10500102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Cursos de educaciï¿½n no formal en academias o instituciones de formaciï¿½n artï¿½stica,10500103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
"Diplomados, educaciï¿½n continuada, preicfes, preuniversitarios ",10500401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Educaciï¿½n para adultos y validaciones,10500501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Pago a instituciones por asesorï¿½a de tareas,10500601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Clases acadï¿½micas dictadas por particulares,10500701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0
Desayunos completos,11110101,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
Almuerzos completos,11110102,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
Comidas completas,11110103,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Tiquetera para alimentos preparados, excepto en establecimientos educativos",11110104,Ambiguity in the tax code,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.19,0.19,0.19,0.0
"Platos diversos: Pollo asado, carne asada, arroz chino, lechona y similares para consumo inmediato  en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio",11110105,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Bebidas calientes : Tinto, cafï¿½ con leche, chocolate, tï¿½, bebida achocolatada caliente, leche, agua de panela, agua aromï¿½tica, avena caliente y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio",11110201,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Gaseosa y otros refrescos  en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las adquiridas para llevar y servicio a domicilio",11110301,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Jugos naturales  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles, y lugares de esparcimiento; se incluyen tambien los  contratados por encargo ,para llevar y servicio a domicilio",11110302,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Leche tomada fuera del hogar suministrada para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento.",11110303,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Yogurt, kumis para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento.",11110304,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Masato, mazamorra, chicha, avena helada, malteada, agua de panela fria y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo y para llevar",11110305,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Helados, paletas, conos y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles,  lugares de esparcimiento y para llevar.",11110401,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Ensaladas de frutas, frutas sueltas, fresas con crema  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo, para llevar y por servicio a domicilio",11110402,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Galletas de sal y de dulce  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110403,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Pan, almojï¿½banas, buï¿½uelos,  pandeyucas, arepas y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio",11110404,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Emparedados, empanadas, bollos, envueltos, tamales, pastel de pollo, perros calientes, hamburguesas, pizzas y similares para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio",11110405,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Brownies, obleas, ponquï¿½s, bizcochos, milhojas y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo y para llevar",11110406,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Productos de salsamentaria y fritanga: chorizos, jamones, rellenas y similares para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110407,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Quesos, cuajadas y quesillos para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110408,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Huevos preparados para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles, y lugares de esparcimiento y  para llevar",11110409,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Arequipes, bocadillos, gelatinas y similares para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento y para llevar",11110410,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Frituras: papas fritas, chitos, patacones y similares  para consumo inmediato, en medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento y para llevar",11110411,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Dulces, confites, chocolatinas, bombones  para consumo inmediato, en medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento y para llevar",11110412,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Cï¿½cteles de camarones, ostras y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110413,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
